[ILPcarry, ILPblock, ILPjit, inflation, Trinity, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTcarry, CTblock, CTjit, CTmix]
input/30Tasks_300_3_S.npy
[ {'shared-R': 0.31820415106657274, 'deadline': 3.793291450775094, 'period': 3.793291450775094, 'exclusive-R': 1.394418494722995}
 {'shared-R': 11.226595247785013, 'deadline': 68.24759745782114, 'period': 68.24759745782114, 'exclusive-R': 24.1466841395133}
 {'shared-R': 0.4536377177335072, 'deadline': 5.4920086141596665, 'period': 5.4920086141596665, 'exclusive-R': 1.582716363049307}
 {'shared-R': 11.19244732190625, 'deadline': 89.47001226818101, 'period': 89.47001226818101, 'exclusive-R': 25.034659750450835}]
total utili:3.0
total utili+exclusive:12.7806818453
[ {'shared-R': 0.19883042328220665, 'deadline': 5.015702274020821, 'period': 5.015702274020821, 'exclusive-R': 1.6915896104461683}
 {'shared-R': 7.404063377110402, 'deadline': 81.3804940814151, 'period': 81.3804940814151, 'exclusive-R': 26.53850737769657}
 {'shared-R': 0.32922779578102335, 'deadline': 6.23601699304994, 'period': 6.23601699304994, 'exclusive-R': 1.7929318244076722}
 {'shared-R': 3.1902024802694444, 'deadline': 63.52243749126617, 'period': 63.52243749126617, 'exclusive-R': 20.48573373148823}
 {'shared-R': 0.7376448066786676, 'deadline': 8.020776876795614, 'period': 8.020776876795614, 'exclusive-R': 2.7632126363484506}
 {'shared-R': 14.479627552709019, 'deadline': 85.36977916629924, 'period': 85.36977916629924, 'exclusive-R': 31.32931601133844}
 {'shared-R': 0.46247065345492755, 'deadline': 9.552332511662488, 'period': 9.552332511662488, 'exclusive-R': 2.869335475395258}
 {'shared-R': 1.177153972618651, 'deadline': 66.71426219827072, 'period': 66.71426219827072, 'exclusive-R': 20.479994658598432}
 {'shared-R': 0.38706953380920534, 'deadline': 5.555411354027169, 'period': 5.555411354027169, 'exclusive-R': 1.8284580037509421}
 {'shared-R': 5.310465383692187, 'deadline': 44.3542457839704, 'period': 44.3542457839704, 'exclusive-R': 16.15267950125052}
 {'shared-R': 1.2832804807731555, 'deadline': 9.858966491858078, 'period': 9.858966491858078, 'exclusive-R': 3.0529905009366263}
 {'shared-R': 4.12340251220604, 'deadline': 60.23146035280246, 'period': 60.23146035280246, 'exclusive-R': 20.52371217892698}
 {'shared-R': 0.832503536338568, 'deadline': 7.799288335717741, 'period': 7.799288335717741, 'exclusive-R': 2.8962061506258654}
 {'shared-R': 0.04497369550874193, 'deadline': 14.174036858726497, 'period': 14.174036858726497, 'exclusive-R': 4.9186018351692855}
 {'shared-R': 0.24679722494968073, 'deadline': 3.3353400984116113, 'period': 3.3353400984116113, 'exclusive-R': 1.1372110561186193}
 {'shared-R': 0.07341166096709408, 'deadline': 11.856219671130384, 'period': 11.856219671130384, 'exclusive-R': 3.821358618228029}
 {'shared-R': 0.08265426319316597, 'deadline': 6.787550296941046, 'period': 6.787550296941046, 'exclusive-R': 2.4904057633171837}
 {'shared-R': 4.491047265288334, 'deadline': 93.19112166304095, 'period': 93.19112166304095, 'exclusive-R': 38.39218464161088}
 {'shared-R': 0.07973691862063409, 'deadline': 1.0349886301295763, 'period': 1.0349886301295763, 'exclusive-R': 0.42309233221432774}
 {'shared-R': 0.19630065606282363, 'deadline': 56.004599631567125, 'period': 56.004599631567125, 'exclusive-R': 19.3913210142815}
 {'shared-R': 0.38160285730230176, 'deadline': 3.6708912707802486, 'period': 3.6708912707802486, 'exclusive-R': 1.478693563815218}
 {'shared-R': 26.863370631182303, 'deadline': 82.48330412149942, 'period': 82.48330412149942, 'exclusive-R': 24.596023187930253}
 {'shared-R': 0.06618187724210922, 'deadline': 8.263955398708742, 'period': 8.263955398708742, 'exclusive-R': 2.4999686760595563}
 {'shared-R': 10.200207517936743, 'deadline': 34.748839826669425, 'period': 34.748839826669425, 'exclusive-R': 8.528334940886015}
 {'shared-R': 1.550818589518728, 'deadline': 7.571971535188479, 'period': 7.571971535188479, 'exclusive-R': 2.3721368402657372}
 {'shared-R': 15.06053749991312, 'deadline': 89.94634795148563, 'period': 89.94634795148563, 'exclusive-R': 25.547363352760232}
 {'shared-R': 1.737404155133868, 'deadline': 8.67971754973605, 'period': 8.67971754973605, 'exclusive-R': 2.941194153166081}
 {'shared-R': 4.634557209895182, 'deadline': 46.73643519030934, 'period': 46.73643519030934, 'exclusive-R': 14.892793203147264}
 {'shared-R': 0.5938066199721607, 'deadline': 4.887418258656736, 'period': 4.887418258656736, 'exclusive-R': 1.5380066085295916}
 {'shared-R': 17.696222319305264, 'deadline': 90.55537182377408, 'period': 90.55537182377408, 'exclusive-R': 23.193475330518716}]
total utili:3.0
total utili+exclusive:12.9260658104
[ {'shared-R': 0.061956580713831685, 'deadline': 4.834104228085129, 'period': 4.834104228085129, 'exclusive-R': 1.4557289649073135}
 {'shared-R': 0.10144015236103147, 'deadline': 13.273243863946526, 'period': 13.273243863946526, 'exclusive-R': 4.097725272283715}
 {'shared-R': 0.4688909622573227, 'deadline': 4.298135363544025, 'period': 4.298135363544025, 'exclusive-R': 1.1529816823322037}
 {'shared-R': 3.65240819338589, 'deadline': 89.03698052816982, 'period': 89.03698052816982, 'exclusive-R': 37.19683257711512}
 {'shared-R': 0.5145479779112724, 'deadline': 9.47065192775284, 'period': 9.47065192775284, 'exclusive-R': 3.4307620586473915}
 {'shared-R': 4.42814302468942, 'deadline': 19.29391101657242, 'period': 19.29391101657242, 'exclusive-R': 4.64244648661263}
 {'shared-R': 0.18394557414359664, 'deadline': 4.800520900578042, 'period': 4.800520900578042, 'exclusive-R': 1.4155920277044989}
 {'shared-R': 0.5685770935664678, 'deadline': 32.71117024016131, 'period': 32.71117024016131, 'exclusive-R': 11.231745043508054}
 {'shared-R': 0.23562088995197517, 'deadline': 9.725020681275723, 'period': 9.725020681275723, 'exclusive-R': 3.987087634468391}
 {'shared-R': 1.0174265847807138, 'deadline': 87.14342624346628, 'period': 87.14342624346628, 'exclusive-R': 29.007138372607308}
 {'shared-R': 0.07607765020263726, 'deadline': 1.5966441234284345, 'period': 1.5966441234284345, 'exclusive-R': 0.5516530852139794}
 {'shared-R': 1.6673406384793275, 'deadline': 37.232224647222566, 'period': 37.232224647222566, 'exclusive-R': 13.156858414948202}
 {'shared-R': 5.3979004583947985, 'deadline': 9.736483215729532, 'period': 9.736483215729532, 'exclusive-R': 1.5311717987814908}
 {'shared-R': 0.8859250763898997, 'deadline': 16.840947619100035, 'period': 16.840947619100035, 'exclusive-R': 6.013957670613835}
 {'shared-R': 0.5535144940339257, 'deadline': 7.913207948062126, 'period': 7.913207948062126, 'exclusive-R': 3.007596915533889}
 {'shared-R': 2.781169573021478, 'deadline': 29.75417957535879, 'period': 29.75417957535879, 'exclusive-R': 12.074686761549662}
 {'shared-R': 0.19536616533141077, 'deadline': 8.724277789791183, 'period': 8.724277789791183, 'exclusive-R': 3.602663223116556}
 {'shared-R': 9.081463010004713, 'deadline': 36.37141344852162, 'period': 36.37141344852162, 'exclusive-R': 10.709422413939707}
 {'shared-R': 1.5620700523192221, 'deadline': 8.755724899345548, 'period': 8.755724899345548, 'exclusive-R': 2.4413401176626306}
 {'shared-R': 0.05336263297748023, 'deadline': 23.603535641911712, 'period': 23.603535641911712, 'exclusive-R': 8.947593686282739}
 {'shared-R': 0.2772900004448378, 'deadline': 9.689288417459682, 'period': 9.689288417459682, 'exclusive-R': 3.4112511676460873}
 {'shared-R': 1.5367671992017948, 'deadline': 43.23147678340672, 'period': 43.23147678340672, 'exclusive-R': 17.711524246964718}
 {'shared-R': 0.4848567753173035, 'deadline': 6.7903786270366115, 'period': 6.7903786270366115, 'exclusive-R': 2.000909237288828}
 {'shared-R': 0.4560195907755617, 'deadline': 35.31361735434822, 'period': 35.31361735434822, 'exclusive-R': 15.243354861389589}
 {'shared-R': 0.9310541066976282, 'deadline': 4.731121752190068, 'period': 4.731121752190068, 'exclusive-R': 1.266402707785488}
 {'shared-R': 16.48721690770428, 'deadline': 80.30900433317804, 'period': 80.30900433317804, 'exclusive-R': 21.857664134717275}
 {'shared-R': 1.8979407283560745, 'deadline': 8.889387747790952, 'period': 8.889387747790952, 'exclusive-R': 2.70234108145732}
 {'shared-R': 19.405343612758585, 'deadline': 75.9963815140701, 'period': 75.9963815140701, 'exclusive-R': 19.941598357582343}
 {'shared-R': 0.14636413655041325, 'deadline': 2.017995215302968, 'period': 2.017995215302968, 'exclusive-R': 0.6476989135135042}
 {'shared-R': 1.2886438030053766, 'deadline': 27.755976778551723, 'period': 27.755976778551723, 'exclusive-R': 8.316705461946276}]
total utili:3.0
total utili+exclusive:12.8591931682
[ {'shared-R': 0.06486542014282469, 'deadline': 7.9855663573405815, 'period': 7.9855663573405815, 'exclusive-R': 3.5133213402186776}
 {'shared-R': 9.781680938005351, 'deadline': 78.38819539732151, 'period': 78.38819539732151, 'exclusive-R': 29.496745533078325}
 {'shared-R': 0.09421994921982836, 'deadline': 1.089798061470292, 'period': 1.089798061470292, 'exclusive-R': 0.3919820854176024}
 {'shared-R': 6.422583051281252, 'deadline': 79.99416931630029, 'period': 79.99416931630029, 'exclusive-R': 26.739155411171453}
 {'shared-R': 0.2338315672110986, 'deadline': 2.4724173826459523, 'period': 2.4724173826459523, 'exclusive-R': 0.7509436190324061}
 {'shared-R': 44.5927710605728, 'deadline': 83.01391275653488, 'period': 83.01391275653488, 'exclusive-R': 15.724695547847787}
 {'shared-R': 0.5044035677541143, 'deadline': 4.972116554369919, 'period': 4.972116554369919, 'exclusive-R': 1.368083616161439}
 {'shared-R': 0.832551821736758, 'deadline': 35.48591155820103, 'period': 35.48591155820103, 'exclusive-R': 11.368067783774112}
 {'shared-R': 0.24909597808321476, 'deadline': 2.3179254498984663, 'period': 2.3179254498984663, 'exclusive-R': 0.7974288354074274}
 {'shared-R': 19.43279952197784, 'deadline': 77.92079232748274, 'period': 77.92079232748274, 'exclusive-R': 22.429790723936428}
 {'shared-R': 0.023941225137848594, 'deadline': 2.186599775374959, 'period': 2.186599775374959, 'exclusive-R': 0.8349129639701398}
 {'shared-R': 3.5846989174604587, 'deadline': 93.39480253279703, 'period': 93.39480253279703, 'exclusive-R': 36.75285823410579}
 {'shared-R': 0.036761107082610156, 'deadline': 2.9214818462607464, 'period': 2.9214818462607464, 'exclusive-R': 1.2395255067054096}
 {'shared-R': 3.7889708015230363, 'deadline': 84.78003012683827, 'period': 84.78003012683827, 'exclusive-R': 33.94785418087881}
 {'shared-R': 0.04823389260714327, 'deadline': 8.72288654117462, 'period': 8.72288654117462, 'exclusive-R': 3.1698616283101755}
 {'shared-R': 12.682128392692707, 'deadline': 30.223921158927357, 'period': 30.223921158927357, 'exclusive-R': 6.4935220466539905}
 {'shared-R': 0.5696670906474589, 'deadline': 5.723427914262399, 'period': 5.723427914262399, 'exclusive-R': 2.0181000622164467}
 {'shared-R': 9.125734874952018, 'deadline': 92.34332332076809, 'period': 92.34332332076809, 'exclusive-R': 34.15337118546475}
 {'shared-R': 0.22388842052860078, 'deadline': 4.401524406233532, 'period': 4.401524406233532, 'exclusive-R': 1.529112400841853}
 {'shared-R': 2.8772593334362644, 'deadline': 43.07942396148129, 'period': 43.07942396148129, 'exclusive-R': 17.016444532418017}
 {'shared-R': 0.3677459718129467, 'deadline': 5.975066653178334, 'period': 5.975066653178334, 'exclusive-R': 2.3002108082622352}
 {'shared-R': 3.939633156278321, 'deadline': 87.55661133331257, 'period': 87.55661133331257, 'exclusive-R': 29.410442822373497}
 {'shared-R': 0.13782675719362047, 'deadline': 8.426001665935665, 'period': 8.426001665935665, 'exclusive-R': 3.1530980458703115}
 {'shared-R': 1.3361217535653778, 'deadline': 36.169547939213736, 'period': 36.169547939213736, 'exclusive-R': 13.47979316854766}
 {'shared-R': 0.35410989214700733, 'deadline': 6.291462837525229, 'period': 6.291462837525229, 'exclusive-R': 2.4794391712511086}
 {'shared-R': 2.7658468678429378, 'deadline': 20.36426645600413, 'period': 20.36426645600413, 'exclusive-R': 7.045420782415885}
 {'shared-R': 0.06641492544917886, 'deadline': 8.883908690319164, 'period': 8.883908690319164, 'exclusive-R': 3.3609014583632932}
 {'shared-R': 2.633196154533735, 'deadline': 26.67623271995583, 'period': 26.67623271995583, 'exclusive-R': 10.477823749864818}
 {'shared-R': 0.8234599465726908, 'deadline': 8.544143608409836, 'period': 8.544143608409836, 'exclusive-R': 2.711336815780518}
 {'shared-R': 12.630592726669471, 'deadline': 68.4303644467434, 'period': 68.4303644467434, 'exclusive-R': 18.2475332885622}]
total utili:3.0
total utili+exclusive:13.43680661
[ {'shared-R': 0.6426442927273643, 'deadline': 2.8174914864919938, 'period': 2.8174914864919938, 'exclusive-R': 0.9499024880011833}
 {'shared-R': 6.768200866099191, 'deadline': 18.762556344500958, 'period': 18.762556344500958, 'exclusive-R': 4.418897843812925}
 {'shared-R': 0.3356989961457327, 'deadline': 2.274192859238777, 'period': 2.274192859238777, 'exclusive-R': 0.8546621532800871}
 {'shared-R': 0.18951742275035907, 'deadline': 17.546804833037193, 'period': 17.546804833037193, 'exclusive-R': 6.991734622253375}
 {'shared-R': 0.08979018884590885, 'deadline': 8.877931943215186, 'period': 8.877931943215186, 'exclusive-R': 2.827583567241625}
 {'shared-R': 2.772074411871684, 'deadline': 72.17024579187037, 'period': 72.17024579187037, 'exclusive-R': 26.208224653105958}
 {'shared-R': 0.24491438345684324, 'deadline': 4.821709839397026, 'period': 4.821709839397026, 'exclusive-R': 1.4232591050747636}
 {'shared-R': 2.9444656409472363, 'deadline': 27.522655136710533, 'period': 27.522655136710533, 'exclusive-R': 8.178974440827451}
 {'shared-R': 0.5671456272304038, 'deadline': 7.08477306601485, 'period': 7.08477306601485, 'exclusive-R': 2.0880946081735807}
 {'shared-R': 1.0398690103755672, 'deadline': 65.4672577432203, 'period': 65.4672577432203, 'exclusive-R': 23.578901107930196}
 {'shared-R': 0.04808616619960159, 'deadline': 4.335342447223501, 'period': 4.335342447223501, 'exclusive-R': 1.5566267924628794}
 {'shared-R': 0.8922155351435527, 'deadline': 70.30127978470264, 'period': 70.30127978470264, 'exclusive-R': 28.91589392603745}
 {'shared-R': 1.9013668379078954, 'deadline': 6.583574053736184, 'period': 6.583574053736184, 'exclusive-R': 1.6748583020255072}
 {'shared-R': 3.243092819740375, 'deadline': 50.531395035554645, 'period': 50.531395035554645, 'exclusive-R': 17.94471532960113}
 {'shared-R': 0.27816784376737624, 'deadline': 3.529491099479271, 'period': 3.529491099479271, 'exclusive-R': 1.314358461929619}
 {'shared-R': 1.7882616497735675, 'deadline': 24.532356800885587, 'period': 24.532356800885587, 'exclusive-R': 9.675223969492684}
 {'shared-R': 0.10808854318542324, 'deadline': 4.920475322671874, 'period': 4.920475322671874, 'exclusive-R': 1.9955586433091468}
 {'shared-R': 3.0677451524538206, 'deadline': 70.29187898601145, 'period': 70.29187898601145, 'exclusive-R': 27.2530127531669}
 {'shared-R': 0.8553854411440385, 'deadline': 5.345579827748354, 'period': 5.345579827748354, 'exclusive-R': 1.5473750762423295}
 {'shared-R': 11.224636892987405, 'deadline': 73.85066975815357, 'period': 73.85066975815357, 'exclusive-R': 27.599886378793013}
 {'shared-R': 0.22694701470929868, 'deadline': 8.954761258537165, 'period': 8.954761258537165, 'exclusive-R': 3.750123961323581}
 {'shared-R': 1.6252339282707442, 'deadline': 42.92371525270303, 'period': 42.92371525270303, 'exclusive-R': 17.269843883160704}
 {'shared-R': 0.12740523841629506, 'deadline': 3.9717086740167256, 'period': 3.9717086740167256, 'exclusive-R': 1.3397438678228322}
 {'shared-R': 4.799820002419836, 'deadline': 85.94783604903516, 'period': 85.94783604903516, 'exclusive-R': 26.05134407915085}
 {'shared-R': 0.15558246088622368, 'deadline': 3.546930856257229, 'period': 3.546930856257229, 'exclusive-R': 1.2084186474040455}
 {'shared-R': 24.84813398040306, 'deadline': 75.33453717822134, 'period': 75.33453717822134, 'exclusive-R': 16.20728416604006}
 {'shared-R': 1.6071939664643144, 'deadline': 5.9777879193518935, 'period': 5.9777879193518935, 'exclusive-R': 1.7466690614408904}
 {'shared-R': 4.115222536825028, 'deadline': 96.35974855421145, 'period': 96.35974855421145, 'exclusive-R': 37.3005699181067}
 {'shared-R': 0.007672899324015647, 'deadline': 1.2284576555319842, 'period': 1.2284576555319842, 'exclusive-R': 0.40040636088513865}
 {'shared-R': 2.593964590279414, 'deadline': 12.854644089681072, 'period': 12.854644089681072, 'exclusive-R': 3.8026070532851017}]
total utili:3.0
total utili+exclusive:13.1973836149
[ {'shared-R': 0.6791867396254867, 'deadline': 8.60423433366087, 'period': 8.60423433366087, 'exclusive-R': 2.4797965241389854}
 {'shared-R': 0.8443616641650676, 'deadline': 51.058567242727484, 'period': 51.058567242727484, 'exclusive-R': 18.35633568791997}
 {'shared-R': 0.8544893873631755, 'deadline': 6.912367022770928, 'period': 6.912367022770928, 'exclusive-R': 1.9801455253259033}
 {'shared-R': 3.8184963854322724, 'deadline': 12.300305238209997, 'period': 12.300305238209997, 'exclusive-R': 2.6811848713453994}
 {'shared-R': 0.44723354117746633, 'deadline': 7.296422772331384, 'period': 7.296422772331384, 'exclusive-R': 2.798535034139519}
 {'shared-R': 3.6511413122066254, 'deadline': 58.37358979815171, 'period': 58.37358979815171, 'exclusive-R': 24.53980522939564}
 {'shared-R': 0.10138986030251822, 'deadline': 7.802070403112062, 'period': 7.802070403112062, 'exclusive-R': 3.280392923994222}
 {'shared-R': 1.663318632478672, 'deadline': 46.06581462376708, 'period': 46.06581462376708, 'exclusive-R': 19.000376066940674}
 {'shared-R': 0.09315203412274714, 'deadline': 2.892156323977704, 'period': 2.892156323977704, 'exclusive-R': 0.9840974110250922}
 {'shared-R': 5.06212569050194, 'deadline': 63.34560106438532, 'period': 63.34560106438532, 'exclusive-R': 23.18729103309992}
 {'shared-R': 0.3357983927693527, 'deadline': 3.935185742489871, 'period': 3.935185742489871, 'exclusive-R': 1.6020167262029694}
 {'shared-R': 7.270451882848794, 'deadline': 85.54238535641204, 'period': 85.54238535641204, 'exclusive-R': 35.05616164701239}
 {'shared-R': 0.25804228554786657, 'deadline': 9.961240732691001, 'period': 9.961240732691001, 'exclusive-R': 3.094162633988863}
 {'shared-R': 3.0660031997390442, 'deadline': 72.78628283280344, 'period': 72.78628283280344, 'exclusive-R': 22.46658540730095}
 {'shared-R': 0.025848813115155085, 'deadline': 2.344267429998917, 'period': 2.344267429998917, 'exclusive-R': 0.7162152668373404}
